#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                             accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#                     ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
KC1-P2-N_k49_Locus_2199_Transcript_10_1   -          good-c-term          -            4.7e-25   89.5   0.0   6.8e-25   89.0   0.0   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k49_Locus_16703_Transcript_4_1   -          good-c-term          -            4.8e-25   89.5   2.8   5.6e-25   89.3   2.1   1.4   2   0   0   2   2   1   1 -
KC1-P2-N_k31_Locus_15592_Transcript_5_1   -          good-c-term          -            5.3e-25   89.3   0.0   7.1e-25   88.9   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_11378_Transcript_9_1   -          good-c-term          -            5.9e-25   89.2   0.7   8.1e-25   88.8   0.7   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k43_Locus_5869_Transcript_1_1   -          good-c-term          -            7.3e-25   88.9   0.1   9.5e-25   88.5   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_1203_Transcript_1_1    -          good-c-term          -            1.2e-24   88.2   2.5   1.7e-24   87.7   2.5   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k37_Locus_2012_Transcript_10_1   -          good-c-term          -            1.3e-24   88.0   3.2   1.8e-24   87.6   3.2   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_4867_Transcript_1_1    -          good-c-term          -            1.6e-24   87.8   0.4   1.6e-24   87.8   0.4   2.0   2   0   0   2   2   2   1 -
KC1-P2-N_k25_Locus_21837_Transcript_1_1   -          good-c-term          -            1.8e-24   87.6   0.0   2.7e-24   87.0   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_4798_Transcript_1_1    -          good-c-term          -            1.9e-24   87.6   0.7   2.8e-24   87.0   0.7   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_3894_Transcript_2_1    -          good-c-term          -            1.9e-24   87.5   1.2   2.8e-24   87.0   1.2   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_18579_Transcript_1_1   -          good-c-term          -            1.9e-24   87.5   1.0   3.2e-24   86.8   1.0   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_32807_Transcript_1_1   -          good-c-term          -            2.1e-24   87.4   0.9   3.2e-24   86.8   0.9   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k55_Locus_11431_Transcript_2_1  -          good-c-term          -            2.6e-24   87.1   0.2     4e-24   86.5   0.2   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k31_Locus_2423_Transcript_3_1   -          good-c-term          -            3.5e-24   86.6   0.0   4.6e-24   86.3   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k49_Locus_1903_Transcript_2_1   -          good-c-term          -              4e-24   86.4   0.2     4e-24   86.4   0.2   1.5   2   0   0   2   2   1   1 -
KC1-P2_N3_k25_Locus_4545_Transcript_1_1   -          good-c-term          -            5.9e-24   85.9   0.1   9.9e-24   85.2   0.1   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_16738_Transcript_4_1   -          good-c-term          -            7.1e-24   85.6   1.8   9.5e-24   85.2   1.8   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_4858_Transcript_1_1   -          good-c-term          -            8.2e-24   85.4   0.4   1.6e-23   84.5   0.4   1.4   1   0   0   1   1   1   1 -
KC1-P2_N3_k43_Locus_159_Transcript_3_1    -          good-c-term          -            8.6e-24   85.4   2.4   1.3e-23   84.7   2.4   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k25_Locus_12599_Transcript_1_1  -          good-c-term          -            1.1e-23   85.0   0.3   1.5e-23   84.5   0.3   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_CL9346Contig1_1                  -          good-c-term          -            1.1e-23   85.0   0.1   1.5e-23   84.6   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k65_Locus_16064_Transcript_1_1  -          good-c-term          -            1.4e-23   84.7   0.2   2.6e-23   83.8   0.1   1.4   2   0   0   2   2   1   1 -
KC1-P2-N_k55_Locus_3731_Transcript_1_1    -          good-c-term          -            1.5e-23   84.5   0.2   2.6e-23   83.8   0.2   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_729_Transcript_1_1     -          good-c-term          -            1.6e-23   84.5   1.2   2.4e-23   83.9   1.2   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_k25_Locus_4048_Transcript_6_1   -          good-c-term          -            1.6e-23   84.5   0.2   2.3e-23   83.9   0.2   1.2   1   0   0   1   1   1   1 -
KC1-P2_N1_k61_Locus_20976_Transcript_1_1  -          good-c-term          -            1.8e-23   84.3   0.0   2.9e-23   83.6   0.0   1.3   1   0   0   1   1   1   1 -
KC1-P2_N4_k25_Locus_13029_Transcript_1_1  -          good-c-term          -            1.9e-23   84.2   0.3   3.7e-23   83.3   0.3   1.4   1   0   0   1   1   1   1 -
KC1-P2_N4_CL6327Contig1_1                 -          good-c-term          -            1.9e-23   84.2   0.2   2.1e-23   84.0   0.2   1.0   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_1758_Transcript_2_1    -          good-c-term          -            2.1e-23   84.0   0.1   3.1e-23   83.5   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_20477_Transcript_3_1   -          good-c-term          -            2.2e-23   84.0   0.1   2.9e-23   83.6   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k37_Locus_9627_Transcript_3_1    -          good-c-term          -            2.3e-23   84.0   0.0     3e-23   83.6   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k61_Locus_1881_Transcript_1_1    -          good-c-term          -            2.6e-23   83.7   0.1   5.4e-23   82.7   0.1   1.5   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_11693_Transcript_5_1   -          good-c-term          -            2.8e-23   83.7   0.1   3.7e-23   83.3   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2_N1_k43_Locus_18161_Transcript_1_1  -          good-c-term          -            2.8e-23   83.6   0.0   3.2e-23   83.4   0.0   1.0   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_2469_Transcript_1_1    -          good-c-term          -              3e-23   83.6   0.9   3.3e-23   83.4   0.1   1.4   2   0   0   2   2   1   1 -
KC1-P2_N4_CL853Contig1_1                  -          good-c-term          -              3e-23   83.6   0.3     3e-23   83.6   0.3   1.7   2   0   0   2   2   1   1 -
KC1-P2_N4_k55_Locus_660_Transcript_1_1    -          good-c-term          -            3.3e-23   83.4   0.2     4e-23   83.1   0.2   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_2136_Transcript_6_1   -          good-c-term          -            3.3e-23   83.4   0.5   4.9e-23   82.9   0.5   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_k61_Locus_1175_Transcript_1_1   -          good-c-term          -            3.6e-23   83.3   0.0     5e-23   82.8   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_31128_Transcript_1_1   -          good-c-term          -            4.3e-23   83.1   0.7   5.4e-23   82.7   0.7   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k61_Locus_27303_Transcript_1_1   -          good-c-term          -            4.5e-23   83.0   0.0   5.8e-23   82.6   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_8509_Transcript_2_1   -          good-c-term          -            4.7e-23   82.9   0.9   6.5e-23   82.5   0.9   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k43_Locus_818_Transcript_1_1    -          good-c-term          -            4.9e-23   82.9   0.0     7e-23   82.3   0.0   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_CL4443Contig1_1                 -          good-c-term          -            4.9e-23   82.8   0.9   2.9e-21   77.0   0.1   2.1   2   0   0   2   2   2   1 -
KC1-P2_N3_CL1520Contig1_1                 -          good-c-term          -            5.1e-23   82.8   0.1   6.9e-23   82.4   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_CL5584Contig1_1                  -          good-c-term          -            5.4e-23   82.7   0.1   6.1e-23   82.5   0.1   1.0   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_7886_Transcript_1_1    -          good-c-term          -            5.5e-23   82.7   0.7   9.6e-23   81.9   0.7   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k49_Locus_7488_Transcript_2_1    -          good-c-term          -            5.9e-23   82.6   0.6   7.7e-23   82.2   0.6   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_224_Transcript_3_1     -          good-c-term          -            6.2e-23   82.5   0.1   9.8e-23   81.9   0.1   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_11216_Transcript_4_1   -          good-c-term          -            6.5e-23   82.5   0.1     1e-22   81.8   0.1   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_9237_Transcript_2_1    -          good-c-term          -            6.6e-23   82.4   0.1     1e-22   81.8   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k37_Locus_6691_Transcript_3_1    -          good-c-term          -            7.4e-23   82.3   0.7   2.1e-22   80.8   0.0   1.8   2   0   0   2   2   1   1 -
KC1-P2-N_k49_Locus_12784_Transcript_4_1   -          good-c-term          -            9.4e-23   81.9   0.2   1.3e-22   81.4   0.2   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_24415_Transcript_1_1   -          good-c-term          -            9.6e-23   81.9   0.0   1.1e-22   81.7   0.0   1.0   1   0   0   1   1   1   1 -
KC1-P2_N4_k31_Locus_1450_Transcript_129_1 -          good-c-term          -            9.9e-23   81.8   0.4   2.2e-22   80.7   0.0   1.7   2   0   0   2   2   1   1 -
KC1-P2_N4_CL4164Contig1_1                 -          good-c-term          -            1.1e-22   81.8   3.7   3.8e-22   79.9   0.7   1.9   1   1   1   2   2   2   1 -
KC1-P2-N_k37_Locus_7515_Transcript_3_1    -          good-c-term          -            1.1e-22   81.7   0.2   1.6e-22   81.2   0.2   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k69_Locus_786_Transcript_1_1    -          good-c-term          -            1.1e-22   81.7   0.1   1.4e-22   81.3   0.1   1.0   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_4592_Transcript_16_1  -          good-c-term          -            1.1e-22   81.6   0.2   1.8e-22   81.0   0.2   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_25054_Transcript_1_1   -          good-c-term          -            1.2e-22   81.6   0.4   1.9e-22   80.9   0.4   1.3   1   0   0   1   1   1   1 -
KC1-P2_N2_k25_Locus_7090_Transcript_2_1   -          good-c-term          -            1.3e-22   81.5   0.1   1.5e-22   81.3   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_CL7819Contig1_1                  -          good-c-term          -            1.3e-22   81.4   1.2   2.1e-22   80.8   1.2   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k49_Locus_1841_Transcript_4_1    -          good-c-term          -            1.3e-22   81.4   0.0   1.3e-22   81.4   0.0   2.0   1   1   1   2   2   1   1 -
KC1-P2-N_k69_Locus_11277_Transcript_1_1   -          good-c-term          -            1.3e-22   81.4   0.1   1.7e-22   81.1   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k49_Locus_10004_Transcript_5_1  -          good-c-term          -            1.4e-22   81.3   0.1   1.9e-22   80.9   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_19389_Transcript_1_1   -          good-c-term          -            1.5e-22   81.3   0.0   2.7e-22   80.4   0.0   1.5   1   0   0   1   1   1   1 -
KC1-P2_N4_CL3Contig13_1                   -          good-c-term          -            1.5e-22   81.3   0.9   1.5e-22   81.3   0.9   2.1   2   0   0   2   2   2   1 -
KC1-P2_N3_k25_Locus_5553_Transcript_10_1  -          good-c-term          -            1.5e-22   81.3   0.1   2.1e-22   80.8   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_27753_Transcript_1_1   -          good-c-term          -            1.6e-22   81.2   0.3   1.6e-22   81.2   0.3   1.4   2   0   0   2   2   1   1 -
KC1-P2-N_CL2249Contig1_1                  -          good-c-term          -            1.7e-22   81.0   0.0   2.5e-22   80.5   0.0   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_10983_Transcript_1_1  -          good-c-term          -            1.8e-22   81.0   0.0   3.2e-22   80.2   0.0   1.4   1   0   0   1   1   1   1 -
KC1-P2_N4_k43_Locus_5997_Transcript_2_1   -          good-c-term          -            1.8e-22   81.0   0.1   1.8e-22   81.0   0.1   1.6   2   0   0   2   2   1   1 -
KC1-P2-N_k61_Locus_16584_Transcript_1_1   -          good-c-term          -              2e-22   80.9   0.2   6.8e-22   79.1   0.2   1.7   2   0   0   2   2   1   1 -
KC1-P2_N4_k25_Locus_6281_Transcript_3_1   -          good-c-term          -              2e-22   80.8   0.1   4.8e-22   79.6   0.1   1.6   1   0   0   1   1   1   1 -
KC1-P2-N_k61_Locus_5885_Transcript_1_1    -          good-c-term          -            2.1e-22   80.8   0.8   4.2e-22   79.8   0.8   1.4   1   0   0   1   1   1   1 -
KC1-P2_N4_k25_Locus_13659_Transcript_1_1  -          good-c-term          -            2.1e-22   80.8   0.8   3.1e-22   80.2   0.1   1.5   2   0   0   2   2   1   1 -
KC1-P2-N_k43_Locus_14345_Transcript_4_1   -          good-c-term          -            2.2e-22   80.7   2.1   2.2e-22   80.7   2.1   1.4   2   0   0   2   2   1   1 -
KC1-P2-N_k25_Locus_1163_Transcript_3_1    -          good-c-term          -            2.2e-22   80.7   0.0   4.7e-22   79.6   0.0   1.5   1   0   0   1   1   1   1 -
KC1-P2_N3_k37_Locus_4452_Transcript_1_1   -          good-c-term          -            2.3e-22   80.6   0.8   4.6e-22   79.6   0.8   1.4   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_6397_Transcript_1_1    -          good-c-term          -            2.4e-22   80.6   0.0   3.6e-22   80.0   0.0   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k43_Locus_4144_Transcript_1_1   -          good-c-term          -            2.4e-22   80.6   0.0   4.1e-22   79.8   0.0   1.4   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_10775_Transcript_1_1  -          good-c-term          -            2.4e-22   80.6   0.2   3.5e-22   80.0   0.2   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k43_Locus_5064_Transcript_2_1   -          good-c-term          -            2.5e-22   80.5   0.2     3e-22   80.2   0.2   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_CL1990Contig1_1                 -          good-c-term          -            2.9e-22   80.3   0.4   3.5e-22   80.0   0.4   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k49_Locus_1222_Transcript_1_1    -          good-c-term          -            2.9e-22   80.3   0.3   4.1e-22   79.8   0.3   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_6551_Transcript_1_1    -          good-c-term          -            3.1e-22   80.2   0.0   5.1e-22   79.5   0.0   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_9338_Transcript_1_1    -          good-c-term          -            3.5e-22   80.0   0.0   4.4e-22   79.7   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_20156_Transcript_3_1   -          good-c-term          -            3.7e-22   79.9   0.0   6.9e-22   79.1   0.0   1.4   1   0   0   1   1   1   1 -
KC1-P2_N3_k37_Locus_4083_Transcript_2_1   -          good-c-term          -            3.7e-22   79.9   0.0   5.9e-22   79.3   0.0   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_22106_Transcript_1_1   -          good-c-term          -            3.8e-22   79.9   0.1   5.7e-22   79.3   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2_N1_k61_Locus_1115_Transcript_2_1   -          good-c-term          -            4.1e-22   79.8   0.1   6.1e-22   79.2   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_4660_Transcript_1_1    -          good-c-term          -            4.1e-22   79.8   0.1   5.9e-22   79.3   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_8380_Transcript_11_1   -          good-c-term          -            4.1e-22   79.8   0.0   6.1e-22   79.2   0.0   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k43_Locus_7123_Transcript_1_1   -          good-c-term          -            4.2e-22   79.8   0.1   5.4e-22   79.4   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_618_Transcript_4_1     -          good-c-term          -            4.8e-22   79.6   0.2   1.1e-21   78.3   0.1   1.5   1   1   1   2   2   1   1 -
KC1-P2-N_k37_Locus_3859_Transcript_8_1    -          good-c-term          -            4.9e-22   79.5   0.0   7.6e-22   78.9   0.0   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_4351_Transcript_10_1   -          good-c-term          -            5.1e-22   79.5   0.3     1e-21   78.5   0.1   1.5   2   0   0   2   2   1   1 -
KC1-P2_N4_CL623Contig1_1                  -          good-c-term          -            5.1e-22   79.5   0.0   8.1e-22   78.8   0.0   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_7012_Transcript_1_1    -          good-c-term          -            5.2e-22   79.5   0.1   7.1e-22   79.0   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k49_Locus_4564_Transcript_3_1    -          good-c-term          -            5.2e-22   79.5   0.0   6.8e-22   79.1   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_16676_Transcript_1_1   -          good-c-term          -            5.3e-22   79.4   0.1     7e-22   79.0   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k61_Locus_1728_Transcript_1_1   -          good-c-term          -            5.7e-22   79.3   0.2   8.2e-22   78.8   0.2   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_8042_Transcript_1_1    -          good-c-term          -            6.5e-22   79.2   0.2     1e-21   78.5   0.2   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_CL890Contig1_1                  -          good-c-term          -            7.1e-22   79.0   0.2   7.1e-22   79.0   0.2   1.6   2   0   0   2   2   1   1 -
KC1-P2_N3_CL513Contig1_1                  -          good-c-term          -            7.4e-22   79.0   0.1   1.1e-21   78.4   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_k31_Locus_8762_Transcript_3_1   -          good-c-term          -            7.6e-22   78.9   0.3     1e-21   78.5   0.3   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k31_Locus_3190_Transcript_7_1   -          good-c-term          -            8.2e-22   78.8   0.5   8.2e-22   78.8   0.5   1.4   2   0   0   2   2   1   1 -
KC1-P2_N3_k55_Locus_12693_Transcript_3_1  -          good-c-term          -            8.3e-22   78.8   0.0   1.1e-21   78.4   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k43_Locus_12115_Transcript_1_1  -          good-c-term          -            8.4e-22   78.8   0.0   1.1e-21   78.4   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k43_Locus_12906_Transcript_1_1  -          good-c-term          -            8.9e-22   78.7   0.9   1.1e-21   78.3   0.9   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k65_Locus_7777_Transcript_1_1    -          good-c-term          -              9e-22   78.7   0.1   1.2e-21   78.3   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2_N2_k49_Locus_1525_Transcript_1_1   -          good-c-term          -            9.3e-22   78.6   0.5   1.5e-21   77.9   0.5   1.2   1   0   0   1   1   1   1 -
KC1-P2_N3_k25_Locus_4482_Transcript_6_1   -          good-c-term          -              1e-21   78.5   1.1   1.6e-21   77.9   1.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k37_Locus_16358_Transcript_1_1   -          good-c-term          -            1.1e-21   78.4   0.2   1.4e-21   78.0   0.2   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_CL4907Contig1_1                 -          good-c-term          -            1.1e-21   78.4   0.0   1.5e-21   78.0   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_k25_Locus_1594_Transcript_5_1   -          good-c-term          -            1.1e-21   78.4   0.1   1.7e-21   77.7   0.1   1.3   1   0   0   1   1   1   1 -
KC1-P2_N4_k55_Locus_5909_Transcript_1_1   -          good-c-term          -            1.2e-21   78.3   0.8   1.2e-21   78.3   0.8   1.5   2   0   0   2   2   1   1 -
KC1-P2_N4_k55_Locus_7195_Transcript_1_1   -          good-c-term          -            1.2e-21   78.3   0.2   1.9e-21   77.6   0.2   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_1639_Transcript_6_1    -          good-c-term          -            1.3e-21   78.1   0.1     2e-21   77.5   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k55_Locus_18604_Transcript_3_1   -          good-c-term          -            1.4e-21   78.0   0.7   1.6e-21   77.9   0.7   1.0   1   0   0   1   1   1   1 -
KC1-P2-N_k61_Locus_9779_Transcript_3_1    -          good-c-term          -            1.4e-21   78.0   0.3   2.1e-21   77.5   0.3   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_10104_Transcript_4_1   -          good-c-term          -            1.5e-21   78.0   0.4   2.2e-21   77.4   0.4   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k61_Locus_4787_Transcript_2_1   -          good-c-term          -            1.5e-21   77.9   0.1   2.4e-21   77.3   0.1   1.3   1   0   0   1   1   1   1 -
KC1-P2-N_k37_Locus_17622_Transcript_5_1   -          good-c-term          -            1.5e-21   77.9   0.9   1.7e-21   77.7   0.9   1.0   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_5548_Transcript_1_1    -          good-c-term          -            1.7e-21   77.8   1.1   2.3e-21   77.3   1.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_5929_Transcript_1_1    -          good-c-term          -            1.7e-21   77.8   0.0   1.7e-21   77.8   0.0   1.7   2   0   0   2   2   1   1 -
KC1-P2-N_k55_Locus_5746_Transcript_1_1    -          good-c-term          -            1.8e-21   77.7   0.1   3.1e-21   76.9   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_12239_Transcript_1_1   -          good-c-term          -            1.9e-21   77.6   0.0   3.4e-21   76.8   0.0   1.3   1   0   0   1   1   1   1 -
KC1-P2_N4_k61_Locus_3134_Transcript_5_1   -          good-c-term          -              2e-21   77.5   0.0   2.5e-21   77.2   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k25_Locus_1489_Transcript_5_1   -          good-c-term          -            2.3e-21   77.3   0.0   3.2e-21   76.8   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N1_k65_Locus_37_Transcript_2_1     -          good-c-term          -            2.4e-21   77.3   0.1   2.4e-21   77.3   0.1   1.9   2   0   0   2   2   1   1 -
KC1-P2-N_k61_Locus_3228_Transcript_5_1    -          good-c-term          -            2.5e-21   77.2   1.4   3.4e-21   76.8   1.4   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_3320_Transcript_1_1    -          good-c-term          -            2.6e-21   77.2   0.1   3.7e-21   76.6   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k37_Locus_13669_Transcript_1_1   -          good-c-term          -            2.9e-21   77.0   0.0     4e-21   76.5   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_CL1190Contig1_1                  -          good-c-term          -              3e-21   76.9   0.1   4.5e-21   76.4   0.1   1.2   1   0   0   1   1   1   1 -
KC1-P2_N4_k25_Locus_868_Transcript_2_1    -          good-c-term          -            3.3e-21   76.8   0.2   4.6e-21   76.3   0.2   1.2   1   0   0   1   1   1   1 -
KC1-P2-N_k25_Locus_9474_Transcript_1_1    -          good-c-term          -            3.4e-21   76.8   0.5   6.1e-21   75.9   0.1   1.5   2   0   0   2   2   1   1 -
KC1-P2-N_k43_Locus_14108_Transcript_4_1   -          good-c-term          -            3.4e-21   76.8   0.1   4.5e-21   76.4   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2_N4_k25_Locus_6544_Transcript_2_1   -          good-c-term          -            3.5e-21   76.7   0.1   4.9e-21   76.3   0.1   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k31_Locus_11197_Transcript_1_1   -          good-c-term          -            3.5e-21   76.7   0.0   4.8e-21   76.3   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2-N_k43_Locus_5485_Transcript_1_1    -          good-c-term          -            3.5e-21   76.7   0.0   4.3e-21   76.4   0.0   1.1   1   0   0   1   1   1   1 -
KC1-P2_N3_CL4949Contig1_1                 -          good-c-term          -            3.6e-21   76.7   0.2   1.2e-20   74.9   0.0   1.9   2   1   0   2   2   1   1 -
